Valor1,Codigo_Operador,Valor2,Resultado
95,1,51,44
22,0,18,40
59,1,73,-14
42,3,93,0.452
74,2,36,2664
30,1,78,-48
31,2,64,1984
30,0,66,96
61,1,13,48
37,0,40,77
66,2,24,1584
55,0,11,66
91,1,86,5
26,1,44,-18
52,2,98,5096
2,0,13,15
88,1,78,10
91,2,8,728
25,2,19,475
82,1,72,10
75,2,50,3750
85,3,3,28.333
92,3,5,18.4
74,3,79,0.937
47,2,55,2585
81,3,73,1.11
67,0,23,90
59,1,6,53
22,0,85,107
7,0,14,21
86,0,93,179
28,2,54,1512
29,3,16,1.812
46,2,73,3358
9,1,90,-81
54,0,8,62
54,1,1,53
13,1,99,-86
65,1,67,-2
99,2,21,2079
46,2,44,2024
64,3,85,0.753
87,0,1,88
56,2,17,952
67,0,90,157
16,2,68,1088
10,2,70,700
46,0,27,73
72,3,35,2.057
17,3,54,0.315
50,1,36,14
82,3,48,1.708
9,1,23,-14
25,3,63,0.397
23,2,26,598
72,3,19,3.789
54,0,75,129
23,2,28,644
68,2,14,952
36,3,62,0.581
13,1,32,-19
49,3,87,0.563
61,3,82,0.744
71,3,5,14.2
12,3,23,0.522
93,1,95,-2
1,2,75,75
24,0,49,73
46,0,94,140
88,0,57,145
62,2,18,1116
14,2,56,784
9,3,20,0.45
6,2,83,498
59,3,94,0.628
2,2,88,176
7,3,92,0.076
62,3,33,1.879
56,0,60,116
91,3,56,1.625
16,2,94,1504
47,1,77,-30
41,2,65,2665
24,3,14,1.714
11,1,99,-88
23,3,93,0.247
62,0,43,105
93,1,28,65
66,0,79,145
9,0,45,54
38,3,38,1.0
33,2,70,2310
57,3,2,28.5
27,0,16,43
77,3,11,7.0
41,3,12,3.417
14,1,40,-26
32,0,17,49
47,1,10,37
35,0,64,99
11,1,32,-21
18,3,26,0.692
18,0,20,38
40,0,65,105
7,2,100,700
69,1,42,27
48,2,42,2016
47,3,33,1.424
21,2,25,525
33,1,64,-31
18,2,62,1116
71,1,69,2
33,2,12,396
32,1,38,-6
10,0,39,49
34,1,65,-31
59,0,6,65
28,1,59,-31
28,3,9,3.111
93,3,36,2.583
25,1,51,-26
7,2,34,238
18,0,87,105
82,0,95,177
71,1,2,69
97,3,51,1.902
90,0,26,116
30,0,17,47
37,0,28,65
42,3,49,0.857
40,2,40,1600
42,3,37,1.135
39,1,58,-19
42,0,29,71
77,1,63,14
24,3,65,0.369
41,1,85,-44
74,1,55,19
38,1,77,-39
77,3,5,15.4
2,0,92,94
24,2,50,1200
35,1,73,-38
68,1,43,25
96,1,87,9
12,0,3,15
91,0,82,173
22,2,65,1430
22,3,58,0.379
51,3,54,0.944
13,3,78,0.167
21,0,33,54
41,1,18,23
34,2,77,2618
100,3,7,14.286
38,3,81,0.469
35,1,6,29
70,2,30,2100
55,2,22,1210
96,1,20,76
12,0,70,82
27,1,74,-47
70,2,55,3850
13,0,52,65
72,0,4,76
65,3,65,1.0
23,1,95,-72
80,3,38,2.105
90,1,8,82
14,0,96,110
82,3,14,5.857
92,2,87,8004
80,0,52,132
84,0,9,93
46,2,1,46
18,3,59,0.305
4,0,56,60
5,1,89,-84
60,3,60,1.0
21,3,99,0.212
53,1,4,49
29,2,26,754
70,0,12,82
22,0,27,49
85,1,3,82
89,0,82,171
49,1,25,24
58,2,79,4582
30,3,81,0.37
72,0,71,143
98,3,61,1.607
60,1,91,-31
94,0,83,177
98,1,96,2
18,3,96,0.188
57,1,83,-26
89,1,82,7
32,2,9,288
62,0,31,93
9,1,13,-4
88,3,55,1.6
61,2,31,1891
5,1,22,-17
61,3,97,0.629
93,2,27,2511
32,3,61,0.525
36,2,51,1836
42,1,52,-10
78,2,84,6552
22,0,94,116
64,0,57,121
52,1,78,-26
92,3,93,0.989
16,1,100,-84
9,3,91,0.099
10,2,57,570
4,3,74,0.054
46,1,61,-15
60,1,24,36
54,0,17,71
98,1,29,69
57,1,16,41
89,1,15,74
22,3,21,1.048
82,0,16,98
22,2,76,1672
44,2,1,44
55,1,19,36
19,1,41,-22
52,1,11,41
46,0,36,82
39,3,8,4.875
16,1,33,-17
13,2,75,975
67,2,84,5628
17,3,29,0.586
17,2,8,136
55,3,92,0.598
18,2,10,180
19,3,9,2.111
56,0,2,58
69,2,11,759
26,3,61,0.426
63,3,18,3.5
61,0,20,81
61,2,62,3782
52,3,60,0.867
51,1,48,3
39,0,99,138
24,0,58,82
88,0,66,154
16,2,7,112
80,1,39,41
56,3,48,1.167
12,2,16,192
21,2,78,1638
44,1,61,-17
64,2,59,3776
47,3,26,1.808
90,3,36,2.5
91,3,32,2.844
35,0,6,41
47,2,94,4418
14,3,24,0.583
11,3,78,0.141
7,1,57,-50
58,0,40,98
20,3,18,1.111
99,1,63,36
28,2,4,112
63,1,85,-22
30,3,73,0.411
93,2,38,3534
66,0,88,154
26,3,13,2.0
62,3,97,0.639
29,1,89,-60
62,1,59,3
89,2,2,178
23,2,24,552
83,3,40,2.075
24,3,17,1.412
32,0,26,58
74,0,19,93
78,2,86,6708
45,2,6,270
79,2,19,1501
36,0,62,98
82,3,91,0.901
64,2,64,4096
63,1,18,45
41,0,63,104
14,1,77,-63
29,1,22,7
29,2,19,551
44,2,89,3916
91,3,57,1.596
89,3,50,1.78
10,0,48,58
50,3,49,1.02
95,3,10,9.5
69,1,79,-10
41,3,46,0.891
14,0,84,98
86,2,85,7310
40,1,7,33
32,1,75,-43
43,3,38,1.132
86,0,23,109
28,1,96,-68
96,2,15,1440
25,1,88,-63
29,2,33,957
31,1,98,-67
46,3,84,0.548
69,1,12,57
6,2,48,288
97,2,20,1940
38,0,26,64
18,3,8,2.25
69,3,39,1.769
99,0,72,171
42,0,38,80
32,1,8,24
60,0,9,69
22,2,1,22
83,1,92,-9
99,2,71,7029
65,3,53,1.226
7,0,11,18
84,3,83,1.012
25,1,21,4
32,2,20,640
44,3,5,8.8
31,1,31,0
78,3,43,1.814
98,3,48,2.042
75,3,92,0.815
12,0,12,24
91,0,91,182
3,3,30,0.1
38,0,93,131
65,2,36,2340
20,3,70,0.286
97,0,38,135
90,2,39,3510
6,2,13,78
43,3,51,0.843
18,3,29,0.621
88,2,99,8712
86,1,33,53
21,0,42,63
41,2,41,1681
83,1,25,58
13,2,16,208
1,2,5,5
6,3,86,0.07
19,2,69,1311
28,3,90,0.311
89,0,24,113
26,3,35,0.743
72,0,13,85
45,3,74,0.608
89,2,3,267
3,2,62,186
63,2,97,6111
74,2,59,4366
21,3,15,1.4
46,3,9,5.111
35,1,43,-8
38,3,16,2.375
41,2,35,1435
80,0,61,141
95,3,64,1.484
75,2,15,1125
96,3,24,4.0
81,0,43,124
1,2,72,72
82,1,99,-17
16,3,8,2.0
90,1,45,45
89,0,91,180
30,1,38,-8
81,2,45,3645
53,2,93,4929
40,3,97,0.412
72,0,80,152
40,2,16,640
64,2,5,320
99,0,2,101
20,1,71,-51
53,1,41,12
93,2,7,651
91,1,46,45
90,2,41,3690
85,1,40,45
49,1,62,-13
82,1,32,50
21,3,17,1.235
8,3,4,2.0
29,2,12,348
15,1,66,-51
100,2,57,5700
64,0,66,130
48,1,36,12
72,2,64,4608
71,0,77,148
12,1,58,-46
72,2,26,1872
8,3,36,0.222
47,3,66,0.712
11,0,68,79
9,1,50,-41
32,0,14,46
45,3,52,0.865
54,2,65,3510
20,1,4,16
82,0,25,107
88,3,13,6.769
83,0,7,90
83,2,21,1743
8,1,93,-85
40,3,35,1.143
80,2,73,5840
46,0,45,91
50,0,81,131
18,2,69,1242
40,1,86,-46
37,1,78,-41
45,3,64,0.703
40,2,33,1320
82,0,92,174
44,3,43,1.023
61,0,29,90
83,0,74,157
79,3,87,0.908
95,1,88,7
30,3,74,0.405
61,3,36,1.694
91,2,100,9100
92,1,80,12
96,3,78,1.231
66,0,30,96
17,2,27,459
60,3,95,0.632
63,1,8,55
63,2,50,3150
77,2,30,2310
13,3,28,0.464
57,2,21,1197
40,1,19,21
31,0,3,34
64,3,35,1.829
77,2,4,308
39,2,78,3042
96,0,6,102
70,1,95,-25
11,2,11,121
58,0,49,107
2,2,33,66
82,2,78,6396
61,0,96,157
77,3,69,1.116
95,1,21,74
83,3,29,2.862
98,3,37,2.649
59,1,43,16
92,1,13,79
25,2,58,1450
44,0,52,96
66,0,97,163
3,2,54,162
45,3,33,1.364
60,3,63,0.952
24,2,86,2064
4,2,40,160
76,3,40,1.9
20,2,90,1800
70,1,28,42
6,1,68,-62
36,0,71,107
59,2,84,4956
93,3,54,1.722
62,1,96,-34
2,1,89,-87
17,2,31,527
69,1,2,67
33,1,24,9
91,2,99,9009
20,2,61,1220
3,3,27,0.111
62,3,59,1.051
47,0,19,66
11,2,13,143
47,3,30,1.567
6,0,45,51
81,2,65,5265
65,1,37,28
73,2,47,3431
14,0,93,107
25,1,11,14
29,1,59,-30
20,2,32,640
63,0,60,123
87,3,46,1.891
39,1,85,-46
72,3,29,2.483
19,0,94,113
61,1,52,9
86,0,32,118
52,3,54,0.963
47,0,86,133
24,1,54,-30
9,2,51,459
9,3,92,0.098
47,3,83,0.566
21,1,46,-25
91,0,33,124
94,0,80,174
88,3,64,1.375
38,0,35,73
75,1,76,-1
39,1,18,21
54,2,14,756
99,0,81,180
72,2,45,3240
96,3,48,2.0
16,3,32,0.5
72,2,7,504
9,3,86,0.105
13,3,80,0.163
64,0,54,118
86,0,99,185
8,0,9,17
34,2,86,2924
69,0,55,124
91,0,100,191
16,0,57,73
17,0,39,56
97,0,47,144
50,2,58,2900
30,2,44,1320
74,3,85,0.871
38,3,70,0.543
7,2,51,357
4,3,45,0.089
28,3,46,0.609
100,3,46,2.174
31,1,68,-37
80,0,3,83
64,1,38,26
61,3,65,0.938
79,2,71,5609
1,2,14,14
49,0,50,99
1,0,65,66
8,0,76,84
44,3,76,0.579
86,1,70,16
53,2,90,4770
48,0,59,107
24,2,54,1296
83,1,62,21
40,3,49,0.816
72,0,22,94
30,2,56,1680
49,2,94,4606
3,2,46,138
65,2,72,4680
80,0,70,150
81,1,65,16
43,2,68,2924
50,3,15,3.333
39,0,96,135
81,0,52,133
45,1,87,-42
66,0,18,84
78,1,57,21
88,0,63,151
4,1,74,-70
34,3,55,0.618
81,2,59,4779
42,1,79,-37
75,2,13,975
5,2,59,295
89,0,100,189
86,1,3,83
8,1,83,-75
46,1,88,-42
91,3,69,1.319
88,2,86,7568
50,3,85,0.588
30,2,68,2040
99,0,11,110
51,0,26,77
39,3,21,1.857
45,2,90,4050
89,1,42,47
32,2,8,256
35,2,2,70
13,3,32,0.406
45,1,20,25
4,1,7,-3
42,1,12,30
57,2,66,3762
57,3,85,0.671
71,0,86,157
8,1,16,-8
11,0,77,88
46,1,21,25
71,2,62,4402
82,3,59,1.39
27,3,43,0.628
12,3,61,0.197
48,1,73,-25
82,0,34,116
41,0,60,101
83,0,16,99
89,3,18,4.944
62,2,86,5332
3,0,96,99
19,1,1,18
51,1,75,-24
10,3,80,0.125
31,2,30,930
84,2,88,7392
50,0,90,140
27,3,64,0.422
11,2,58,638
10,1,92,-82
34,2,5,170
48,1,6,42
99,1,90,9
20,2,93,1860
61,0,38,99
92,3,31,2.968
20,0,64,84
69,3,28,2.464
51,1,8,43
56,2,20,1120
33,3,85,0.388
95,3,46,2.065
91,2,60,5460
1,1,92,-91
29,3,58,0.5
39,1,97,-58
36,3,100,0.36
52,2,51,2652
31,0,12,43
43,3,79,0.544
53,0,57,110
84,3,55,1.527
66,1,53,13
99,1,23,76
63,1,45,18
90,3,97,0.928
65,3,40,1.625
40,3,8,5.0
65,1,27,38
44,0,61,105
44,2,27,1188
29,1,49,-20
62,1,19,43
66,2,80,5280
58,1,59,-1
80,3,86,0.93
31,0,79,110
62,3,74,0.838
2,2,74,148
55,3,70,0.786
14,0,35,49
36,0,80,116
21,1,36,-15
63,0,2,65
58,1,54,4
26,2,18,468
31,2,91,2821
54,1,75,-21
77,2,56,4312
95,3,97,0.979
47,0,28,75
89,0,21,110
44,3,70,0.629
94,2,50,4700
6,0,54,60
27,3,48,0.562
12,2,93,1116
72,1,47,25
15,2,59,885
17,1,71,-54
99,3,7,14.143
10,3,28,0.357
98,2,37,3626
85,3,37,2.297
69,1,39,30
94,0,22,116
26,2,81,2106
15,3,81,0.185
40,2,9,360
27,3,30,0.9
63,0,69,132
51,3,75,0.68
32,1,35,-3
12,3,59,0.203
26,1,29,-3
76,2,70,5320
40,3,100,0.4
28,1,56,-28
83,2,28,2324
86,0,41,127
51,2,54,2754
82,3,79,1.038
38,2,15,570
33,0,43,76
40,3,82,0.488
67,2,69,4623
42,3,36,1.167
94,0,89,183
71,3,16,4.438
38,0,44,82
58,2,20,1160
6,2,5,30
73,3,16,4.562
43,2,30,1290
3,0,17,20
64,2,8,512
31,3,86,0.36
60,1,63,-3
80,3,25,3.2
64,0,63,127
62,2,68,4216
17,3,30,0.567
18,1,79,-61
27,3,14,1.929
8,0,18,26
56,1,84,-28
12,2,31,372
69,0,64,133
45,3,27,1.667
5,3,38,0.132
50,1,21,29
57,3,61,0.934
35,2,65,2275
46,3,47,0.979
16,0,66,82
79,1,87,-8
19,1,80,-61
17,0,48,65
76,3,33,2.303
49,2,68,3332
77,3,94,0.819
84,2,92,7728
75,3,14,5.357
70,2,18,1260
89,3,68,1.309
77,1,90,-13
39,0,38,77
1,2,23,23
70,2,43,3010
53,2,77,4081
88,0,5,93
18,1,12,6
74,1,82,-8
93,1,80,13
8,0,85,93
90,1,72,18
39,2,67,2613
48,0,68,116
79,1,20,59
72,0,31,103
19,1,13,6
47,2,6,282
55,2,9,495
7,3,46,0.152
75,3,54,1.389
18,2,76,1368
76,0,67,143
19,0,33,52
75,1,41,34
85,1,67,18
28,2,41,1148
49,1,89,-40
80,0,79,159
77,1,23,54
41,1,45,-4
66,0,27,93
74,1,15,59
88,0,72,160
93,1,13,80
38,1,37,1
29,2,1,29
57,3,92,0.62
90,1,5,85
12,3,60,0.2
71,0,28,99
61,2,61,3721
26,0,90,116
56,3,77,0.727
69,3,79,0.873
100,2,85,8500
34,3,52,0.654
51,0,35,86
20,1,31,-11
78,1,94,-16
36,0,1,37
37,2,80,2960
58,0,46,104
49,3,55,0.891
11,1,17,-6
1,3,85,0.012
49,1,22,27
6,1,93,-87
36,2,83,2988
18,2,66,1188
66,2,91,6006
41,0,2,43
48,3,31,1.548
22,3,92,0.239
67,2,93,6231
50,0,32,82
11,0,86,97
81,1,35,46
88,3,47,1.872
98,3,5,19.6
62,3,18,3.444
6,1,26,-20
82,0,43,125
80,3,53,1.509
41,0,69,110
8,1,53,-45
85,3,74,1.149
92,3,17,5.412
39,2,56,2184
57,3,43,1.326
50,3,42,1.19
47,0,16,63
63,3,92,0.685
5,1,49,-44
28,0,54,82
50,0,99,149
68,3,30,2.267
78,0,98,176
3,2,26,78
98,1,56,42
70,3,57,1.228
57,1,43,14
20,2,85,1700
95,1,48,47
61,0,47,108
57,2,45,2565
59,1,70,-11
20,0,73,93
92,1,40,52
73,3,22,3.318
38,2,16,608
26,0,20,46
35,3,59,0.593
59,3,54,1.093
62,2,50,3100
94,2,65,6110
33,3,36,0.917
91,0,30,121
20,2,56,1120
41,3,91,0.451
54,1,65,-11
31,0,21,52
46,2,82,3772
72,3,47,1.532
54,3,5,10.8
59,1,3,56
20,2,27,540
16,2,38,608
50,1,100,-50
9,1,87,-78
52,2,74,3848
99,1,60,39
64,2,67,4288
27,1,59,-32
60,2,97,5820
65,1,64,1
53,3,89,0.596
14,0,44,58
29,1,86,-57
36,0,89,125
62,1,56,6
23,1,80,-57
63,0,11,74
60,3,45,1.333
97,3,21,4.619
68,2,81,5508
11,3,13,0.846
1,0,62,63
92,2,89,8188
22,1,54,-32
73,3,28,2.607
93,3,34,2.735
84,1,88,-4
41,2,17,697
24,1,81,-57
47,3,34,1.382
33,3,47,0.702
89,0,30,119
6,0,63,69
7,2,41,287
90,2,32,2880
94,0,31,125
5,3,15,0.333
29,1,19,10
23,1,13,10
70,3,32,2.188
64,2,72,4608
93,1,92,1
24,2,90,2160
81,0,49,130
82,2,84,6888
76,2,81,6156
17,2,46,782
84,1,21,63
34,3,42,0.81
24,1,14,10
64,0,5,69
86,0,50,136
80,2,3,240
23,3,30,0.767
11,0,7,18
47,1,74,-27
33,0,52,85
11,1,96,-85
94,0,98,192
73,2,19,1387
49,2,42,2058
16,0,8,24
38,0,53,91
34,2,95,3230
100,2,74,7400
10,2,94,940
8,2,100,800
89,2,19,1691
13,2,77,1001
3,0,26,29
77,2,82,6314
25,2,97,2425
64,0,72,136
75,1,31,44
84,3,60,1.4
14,1,37,-23
8,0,27,35
28,2,50,1400
11,0,74,85
89,3,86,1.035
62,3,86,0.721
86,1,97,-11
88,2,6,528
90,2,34,3060
91,2,59,5369
16,0,75,91
53,3,18,2.944
17,0,57,74
78,3,100,0.78
98,0,54,152
38,2,57,2166
83,0,13,96
71,1,66,5
92,3,76,1.211
25,3,10,2.5
68,2,9,612
73,3,63,1.159
88,0,14,102
8,0,94,102
32,3,4,8.0
86,1,30,56
80,1,24,56
25,1,48,-23
26,0,32,58
3,3,37,0.081
44,1,46,-2
83,2,17,1411
72,3,26,2.769
76,0,76,152
43,1,20,23
81,1,25,56
15,2,70,1050
66,3,83,0.795
45,1,47,-2
7,2,97,679
4,1,34,-30
66,0,36,102
61,3,30,2.033
95,3,5,19.0
60,2,51,3060
27,2,32,864
75,2,88,6600
77,1,60,17
60,3,36,1.667
37,3,72,0.514
41,1,82,-41
36,0,10,46
10,3,88,0.114
58,0,55,113
7,2,31,217
57,2,90,5130
39,3,59,0.661
46,2,68,3128
22,3,16,1.375
41,0,11,52
35,1,70,-35
68,1,40,28
20,2,88,1760
23,2,51,1173
70,3,95,0.737
88,2,28,2464
97,3,53,1.83
23,2,53,1219
90,3,92,0.978
46,2,39,1794
33,2,68,2244
49,2,79,3871
37,3,64,0.578
43,2,81,3483
88,3,10,8.8
86,3,37,2.324
98,3,92,1.065
36,0,77,113
78,0,40,118
100,0,85,185
32,2,71,2272
35,1,3,32
20,0,15,35
49,2,90,4410
81,2,73,5913
75,3,62,1.21
93,3,33,2.818
93,2,39,3627
28,0,63,91
95,3,29,3.276
52,3,59,0.881
30,3,51,0.588
56,0,62,118
60,3,16,3.75
5,1,86,-81
8,3,49,0.163
79,3,11,7.182
100,3,83,1.205
77,3,68,1.132
20,0,82,102
26,0,29,55
46,3,2,23.0
1,1,52,-51
62,3,77,0.805
57,3,33,1.727
22,2,61,1342
70,0,93,163
98,1,93,5
70,2,97,6790
8,2,99,792
69,3,48,1.438
57,1,80,-23
95,1,85,10
89,3,55,1.618
5,3,44,0.114
31,0,30,61
89,1,79,10
86,2,23,1978
73,3,13,5.615
38,2,98,3724
38,0,41,79
13,2,18,234
41,3,60,0.683
35,0,66,101
99,2,50,4950
5,3,74,0.068
5,1,19,-14
25,2,69,1725
58,1,81,-23
52,1,75,-23
15,2,13,195
16,3,30,0.533
16,1,97,-81
1,0,4,5
60,2,81,4860
98,1,26,72
57,1,13,44
59,2,24,1416
56,2,34,1904
87,2,27,2349
89,1,12,77
17,1,98,-81
59,1,40,19
34,2,85,2890
32,0,86,118
17,0,45,62
38,2,58,2204
58,1,14,44
19,1,38,-19
52,1,8,44
45,3,72,0.625
61,3,7,8.714
16,1,30,-14
47,2,27,1269
65,3,9,7.222
54,1,35,19
65,2,21,1365
60,3,92,0.652
87,3,67,1.299
15,3,30,0.5
89,0,39,128
72,1,7,65
6,0,72,78
48,0,65,113
17,1,31,-14
26,2,78,2028
51,3,24,2.125
66,3,25,2.64
22,3,54,0.407
91,2,20,1820
37,3,51,0.725
19,3,82,0.232
53,3,36,1.472
19,2,49,931
15,3,60,0.25
2,2,94,188
8,3,50,0.16
64,0,14,78
15,3,51,0.294
11,0,16,27
90,0,95,185
44,2,53,2332
38,3,15,2.533
11,2,37,407
34,0,50,84
55,3,89,0.618
45,3,45,1.0
22,2,72,1584
99,3,53,1.868
95,0,96,191
1,3,57,0.018
33,2,83,2739
42,0,98,140
60,0,69,129
3,0,35,38
20,3,78,0.256
18,1,39,-21
18,2,73,1314
50,0,29,79
76,1,49,27
40,1,71,-31
65,3,26,2.5
16,0,84,100
73,1,41,32
74,0,100,174
37,1,63,-26
75,1,68,7
76,0,18,94
98,0,63,161
32,2,94,3008
98,2,59,5782
84,0,11,95
77,1,50,27
11,2,39,429
36,2,44,1584
41,1,72,-31
86,3,85,1.012
88,0,23,111
32,2,82,2624
92,0,59,151
21,2,76,1596
43,2,43,1849
67,3,17,3.941
94,2,73,6862
40,1,4,36
17,2,69,1173
62,3,20,3.1
75,1,1,74
32,1,72,-40
76,0,85,161
61,0,44,105
55,0,22,77
34,1,99,-65
60,2,35,2100
8,2,98,784
84,0,78,162
41,1,5,36
25,1,85,-60
19,2,14,266
49,2,53,2597
38,2,99,3762
96,1,7,89
81,1,62,19
14,3,37,0.378
35,3,7,5.0
79,3,24,3.292
36,0,19,55
83,1,89,-6
55,0,89,144
6,1,53,-47
49,2,64,3136
2,1,74,-72
20,2,80,1600
16,2,43,688
50,2,16,800
16,3,15,1.067
73,0,48,121
88,2,84,7392
54,2,39,2106
83,1,22,61
20,2,51,1020
78,0,49,127
100,0,94,194
63,0,8,71
52,2,39,2028
2,1,7,-5
91,3,45,2.022
87,0,79,166
5,1,9,-4
58,2,73,4234
20,2,22,440
6,0,60,66
71,2,5,355
93,3,53,1.755
94,1,7,87
95,3,9,10.556
97,2,9,873
26,1,68,-42
84,2,24,2016
56,0,71,127
71,3,76,0.934
16,2,69,1104
98,1,16,82
57,0,53,110
82,1,96,-14
57,1,3,54
89,3,73,1.219
35,2,15,525
37,3,89,0.416
89,1,2,87
23,2,47,1081
20,0,91,111
48,1,100,-52
90,1,42,48
37,3,82,0.451
30,1,35,-5
23,2,49,1127
52,3,7,7.429
75,0,12,87
84,2,49,4116
53,1,38,15
100,3,75,1.333
91,1,43,48
94,2,80,7520
83,2,35,2905
85,1,37,48
38,0,50,88
49,1,59,-10
96,0,66,162
35,0,75,110
82,1,29,53
83,2,24,1992
79,3,89,0.888
87,2,50,4350
1,1,89,-88
99,3,73,1.356
7,3,30,0.233
48,1,33,15
40,0,76,116
40,2,2,80
12,1,55,-43
50,1,60,-10
63,2,37,2331
67,3,15,4.467
1,0,13,14
9,1,47,-38
8,0,24,32
16,2,95,1520
5,0,49,54
95,2,39,3705
72,2,52,3744
72,2,14,1008
74,2,6,444
13,1,56,-43
27,1,19,8
32,0,95,127
17,0,54,71
59,0,17,76
76,0,6,82
23,1,40,-17
98,0,51,149
18,2,60,1080
95,2,57,5415
12,2,32,384
18,0,98,116
24,2,20,480
5,2,19,95
88,0,11,99
85,0,36,121
84,1,48,36
45,3,67,0.672
82,2,58,4756
23,3,100,0.23
55,1,53,2
31,3,89,0.348
90,0,37,127
86,3,15,5.733
37,0,39,76
99,3,15,6.6
59,0,84,143
30,3,92,0.326
55,2,100,5500
77,0,55,132
42,0,40,82
52,2,4,208
99,2,22,2178
17,3,78,0.218
73,3,57,1.281
79,2,28,2212
51,2,30,1530
14,1,64,-50
43,2,5,215
11,0,25,36
70,1,92,-22
33,3,59,0.559
93,3,80,1.163
34,0,59,93
93,0,4,97
100,0,15,115
11,2,86,946
59,2,89,5251
85,3,87,0.977
69,1,66,3
33,1,88,-55
71,1,93,-22
60,0,78,138
63,3,52,1.212
43,2,39,1677
58,3,16,3.625
38,3,9,4.222
14,3,82,0.171
34,1,89,-55
65,0,79,144
70,1,25,45
8,2,69,552
15,2,24,360
35,3,52,0.673
97,3,38,2.553
12,0,81,93
25,1,75,-50
46,3,79,0.582
93,2,50,4650
93,0,71,164
36,1,29,7
79,0,19,98
66,3,40,1.65
33,1,21,12
92,2,75,6900
71,1,26,45
84,0,20,104
23,0,29,52
84,2,28,2352
96,2,54,5184
49,2,27,1323
28,1,16,12
6,2,74,444
53,2,72,3816
92,0,68,160
28,3,75,0.373
25,1,8,17
39,1,82,-43
77,1,87,-10
99,2,100,9900
88,3,7,12.571
49,2,38,1862
76,0,94,170
56,3,26,2.154
84,2,53,4452
62,0,42,104
84,0,87,171
23,0,96,119
35,1,97,-62
4,3,56,0.071
100,3,96,1.042
100,3,11,9.091
67,0,43,110
70,0,90,160
28,3,96,0.292
39,1,15,24
17,3,79,0.215
95,0,35,130
77,1,20,57
3,1,37,-34
75,0,91,166
61,2,38,2318
55,0,98,153
40,0,64,104
76,3,92,0.826
35,1,30,5
87,2,98,8526
90,2,23,2070
96,1,44,52
54,3,99,0.545
27,1,98,-71
46,0,47,93
47,2,48,2256
6,0,2,8
73,0,57,130
17,3,12,1.417
90,1,32,58
69,3,47,1.468
93,2,61,5673
54,0,95,149
56,0,13,69
61,3,26,2.346
78,0,58,136
32,2,70,2240
33,2,60,1980
25,0,60,85
82,3,85,0.965
37,3,34,1.088
43,0,31,74
82,1,19,63
34,2,4,136
81,3,76,1.066
83,1,59,24
4,2,94,376
59,3,99,0.596
30,0,16,46
42,3,41,1.024
36,3,30,1.2
6,3,69,0.087
56,0,80,136
52,2,62,3224
35,0,17,52
84,1,60,24
57,0,62,119
78,1,54,24
42,1,76,-34
33,2,2,66
55,2,59,3245
41,2,80,3280
45,2,10,450
48,2,64,3072
24,3,51,0.471
8,1,80,-72
90,2,25,2250
31,3,93,0.333
38,3,49,0.776
100,2,91,9100
60,1,48,12
9,2,75,675
98,1,53,45
28,2,87,2436
75,0,21,96
27,0,36,63
57,1,40,17
13,3,89,0.146
56,1,69,-13
89,1,39,50
95,0,93,188
95,2,11,1045
46,3,96,0.479
45,1,17,28
68,2,58,3944
96,0,75,171
35,0,84,119
65,2,22,1430
28,3,97,0.289
55,1,43,12
17,3,80,0.212
72,3,61,1.18
19,1,65,-46
16,2,8,128
52,1,35,17
45,2,23,1035
16,1,57,-41
34,2,94,3196
8,1,13,-5
96,3,39,2.462
5,0,58,63
6,3,44,0.136
95,2,86,8170
96,3,77,1.247
56,1,2,54
15,1,100,-85
48,1,70,-22
82,2,26,2132
23,2,43,989
61,3,55,1.109
74,0,97,171
12,1,92,-80
59,0,26,85
87,3,63,1.381
76,0,15,91
98,0,60,158
51,1,72,-21
36,2,75,2700
23,2,45,1035
79,0,98,177
59,3,70,0.843
80,1,63,17
43,2,1,43
50,2,4,200
44,1,85,-41
32,3,35,0.914
85,0,45,130
73,3,54,1.352
38,1,22,16
73,2,8,584
64,2,75,4800
15,1,33,-18
90,0,46,136
13,3,46,0.283
15,2,81,1215
81,3,89,0.91
99,1,87,12
37,0,48,85
76,2,79,6004
59,0,93,152
51,1,5,46
56,2,48,2688
4,2,25,100
16,3,11,1.455
55,0,19,74
77,0,64,141
3,2,84,252
13,2,61,793
23,3,45,0.511
62,1,83,-21
44,1,18,26
83,2,13,1079
60,0,20,80
46,3,16,2.875
7,0,22,29
43,3,36,1.194
29,0,67,96
53,3,56,0.946
23,3,73,0.315
4,2,39,156
68,0,68,136
66,1,50,16
23,3,64,0.359
99,1,20,79
63,1,42,21
100,0,24,124
29,1,46,-17
24,3,3,8.0
62,1,16,46
57,2,36,2052
60,0,87,147
87,0,9,96
7,0,89,96
4,3,23,0.174
62,2,100,6200
73,2,76,5548
55,3,32,1.719
33,3,73,0.452
92,0,10,102
92,3,44,2.091
12,0,90,102
73,1,1,72
51,3,63,0.81
6,3,45,0.133
81,2,50,4050
79,0,28,107
89,3,95,0.937
32,1,99,-67
64,3,14,4.571
21,3,53,0.396
32,2,93,2976
53,2,59,3127
84,0,29,113
87,0,76,163
1,2,83,83
2,3,57,0.035
72,1,44,28
36,1,66,-30
9,2,41,369
69,1,36,33
63,3,33,1.909
70,0,32,102
92,0,77,169
33,1,58,-25
88,2,4,352
53,3,44,1.205
34,2,13,442
75,2,51,3825
58,3,41,1.415
